,year,group_desc,commodity_desc,state_alpha,short_desc,Value,class_desc,statisticcat_desc,Value_Harvested,Value_Planted,Value_Bearing
4265,2003.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",21000,"DRY EDIBLE, PINTO",AREA PLANTED,,21000.0,
4266,2002.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25000,"DRY EDIBLE, PINTO",AREA PLANTED,,25000.0,
4267,2001.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13000,"DRY EDIBLE, PINTO",AREA PLANTED,,13000.0,
4268,2000.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",39000,"DRY EDIBLE, PINTO",AREA PLANTED,,39000.0,
4269,1999.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",38000,"DRY EDIBLE, PINTO",AREA PLANTED,,38000.0,
4270,1998.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",55000,"DRY EDIBLE, PINTO",AREA PLANTED,,55000.0,
4271,1997.0,FIELD CROPS,BEANS,MN,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",43000,"DRY EDIBLE, PINTO",AREA PLANTED,,43000.0,
4272,2018.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",3000,"DRY EDIBLE, PINTO",AREA PLANTED,,3000.0,
4273,2017.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",6000,"DRY EDIBLE, PINTO",AREA PLANTED,,6000.0,
4274,2016.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",4000,"DRY EDIBLE, PINTO",AREA PLANTED,,4000.0,
4275,2015.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",4400,"DRY EDIBLE, PINTO",AREA PLANTED,,4400.0,
4276,2014.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",6000,"DRY EDIBLE, PINTO",AREA PLANTED,,6000.0,
4277,2013.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",5800,"DRY EDIBLE, PINTO",AREA PLANTED,,5800.0,
4278,2012.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",9000,"DRY EDIBLE, PINTO",AREA PLANTED,,9000.0,
4279,2011.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",5000,"DRY EDIBLE, PINTO",AREA PLANTED,,5000.0,
4280,2010.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12500,"DRY EDIBLE, PINTO",AREA PLANTED,,12500.0,
4281,2009.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",9600,"DRY EDIBLE, PINTO",AREA PLANTED,,9600.0,
4282,2008.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",8600,"DRY EDIBLE, PINTO",AREA PLANTED,,8600.0,
4283,2007.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",8500,"DRY EDIBLE, PINTO",AREA PLANTED,,8500.0,
4284,2006.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10700,"DRY EDIBLE, PINTO",AREA PLANTED,,10700.0,
4285,2005.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12000,"DRY EDIBLE, PINTO",AREA PLANTED,,12000.0,
4286,2004.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10800,"DRY EDIBLE, PINTO",AREA PLANTED,,10800.0,
4287,2003.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",9700,"DRY EDIBLE, PINTO",AREA PLANTED,,9700.0,
4288,2002.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13500,"DRY EDIBLE, PINTO",AREA PLANTED,,13500.0,
4289,2001.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",11500,"DRY EDIBLE, PINTO",AREA PLANTED,,11500.0,
4290,2000.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",14500,"DRY EDIBLE, PINTO",AREA PLANTED,,14500.0,
4291,1999.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13900,"DRY EDIBLE, PINTO",AREA PLANTED,,13900.0,
4292,1998.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12200,"DRY EDIBLE, PINTO",AREA PLANTED,,12200.0,
4293,1997.0,FIELD CROPS,BEANS,MT,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12200,"DRY EDIBLE, PINTO",AREA PLANTED,,12200.0,
4294,2022.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",75000,"DRY EDIBLE, PINTO",AREA PLANTED,,75000.0,
4295,2021.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",58000,"DRY EDIBLE, PINTO",AREA PLANTED,,58000.0,
4296,2020.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",77800,"DRY EDIBLE, PINTO",AREA PLANTED,,77800.0,
4297,2019.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",51000,"DRY EDIBLE, PINTO",AREA PLANTED,,51000.0,
4298,2018.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",65000,"DRY EDIBLE, PINTO",AREA PLANTED,,65000.0,
4299,2017.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",93600,"DRY EDIBLE, PINTO",AREA PLANTED,,93600.0,
4300,2016.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",84000,"DRY EDIBLE, PINTO",AREA PLANTED,,84000.0,
4301,2015.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",78300,"DRY EDIBLE, PINTO",AREA PLANTED,,78300.0,
4302,2014.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",72600,"DRY EDIBLE, PINTO",AREA PLANTED,,72600.0,
4303,2013.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",53300,"DRY EDIBLE, PINTO",AREA PLANTED,,53300.0,
4304,2012.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",82000,"DRY EDIBLE, PINTO",AREA PLANTED,,82000.0,
4305,2011.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",41000,"DRY EDIBLE, PINTO",AREA PLANTED,,41000.0,
4306,2010.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",83000,"DRY EDIBLE, PINTO",AREA PLANTED,,83000.0,
4307,2009.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",68500,"DRY EDIBLE, PINTO",AREA PLANTED,,68500.0,
4308,2008.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",51200,"DRY EDIBLE, PINTO",AREA PLANTED,,51200.0,
4309,2007.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",48000,"DRY EDIBLE, PINTO",AREA PLANTED,,48000.0,
4310,2006.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",64300,"DRY EDIBLE, PINTO",AREA PLANTED,,64300.0,
4311,2005.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",85000,"DRY EDIBLE, PINTO",AREA PLANTED,,85000.0,
4312,2004.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",57000,"DRY EDIBLE, PINTO",AREA PLANTED,,57000.0,
4313,2003.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",50000,"DRY EDIBLE, PINTO",AREA PLANTED,,50000.0,
4314,2002.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",80700,"DRY EDIBLE, PINTO",AREA PLANTED,,80700.0,
4315,2001.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",53500,"DRY EDIBLE, PINTO",AREA PLANTED,,53500.0,
4316,2000.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",39000,"DRY EDIBLE, PINTO",AREA PLANTED,,39000.0,
4317,1999.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",60000,"DRY EDIBLE, PINTO",AREA PLANTED,,60000.0,
4318,1998.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",76000,"DRY EDIBLE, PINTO",AREA PLANTED,,76000.0,
4319,1997.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",67000,"DRY EDIBLE, PINTO",AREA PLANTED,,67000.0,
4320,2015.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12900,"DRY EDIBLE, PINTO",AREA PLANTED,,12900.0,
4321,2014.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10500,"DRY EDIBLE, PINTO",AREA PLANTED,,10500.0,
4322,2013.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10000,"DRY EDIBLE, PINTO",AREA PLANTED,,10000.0,
4323,2012.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",9800,"DRY EDIBLE, PINTO",AREA PLANTED,,9800.0,
4324,2011.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12500,"DRY EDIBLE, PINTO",AREA PLANTED,,12500.0,
4325,2010.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13800,"DRY EDIBLE, PINTO",AREA PLANTED,,13800.0,
4326,2009.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",12500,"DRY EDIBLE, PINTO",AREA PLANTED,,12500.0,
4327,2008.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",8500,"DRY EDIBLE, PINTO",AREA PLANTED,,8500.0,
4328,2007.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",7600,"DRY EDIBLE, PINTO",AREA PLANTED,,7600.0,
4329,2006.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",8200,"DRY EDIBLE, PINTO",AREA PLANTED,,8200.0,
4330,2005.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",6300,"DRY EDIBLE, PINTO",AREA PLANTED,,6300.0,
4331,2004.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",6000,"DRY EDIBLE, PINTO",AREA PLANTED,,6000.0,
4332,2003.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",10000,"DRY EDIBLE, PINTO",AREA PLANTED,,10000.0,
4333,2002.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",8500,"DRY EDIBLE, PINTO",AREA PLANTED,,8500.0,
4334,2001.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",15000,"DRY EDIBLE, PINTO",AREA PLANTED,,15000.0,
4335,2000.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",6000,"DRY EDIBLE, PINTO",AREA PLANTED,,6000.0,
4336,1999.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2000,"DRY EDIBLE, PINTO",AREA PLANTED,,2000.0,
4337,1998.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",5500,"DRY EDIBLE, PINTO",AREA PLANTED,,5500.0,
4338,1997.0,FIELD CROPS,BEANS,NM,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",7000,"DRY EDIBLE, PINTO",AREA PLANTED,,7000.0,
4339,2022.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",414000,"DRY EDIBLE, PINTO",AREA PLANTED,,414000.0,
4340,2021.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",457000,"DRY EDIBLE, PINTO",AREA PLANTED,,457000.0,
4341,2020.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",560000,"DRY EDIBLE, PINTO",AREA PLANTED,,560000.0,
4342,2019.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",368000,"DRY EDIBLE, PINTO",AREA PLANTED,,368000.0,
4343,2018.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",320000,"DRY EDIBLE, PINTO",AREA PLANTED,,320000.0,
4344,2017.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",468000,"DRY EDIBLE, PINTO",AREA PLANTED,,468000.0,
4345,2016.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",424000,"DRY EDIBLE, PINTO",AREA PLANTED,,424000.0,
4346,2015.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",369000,"DRY EDIBLE, PINTO",AREA PLANTED,,369000.0,
4347,2014.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",404000,"DRY EDIBLE, PINTO",AREA PLANTED,,404000.0,
4348,2013.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",302000,"DRY EDIBLE, PINTO",AREA PLANTED,,302000.0,
4349,2012.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",455000,"DRY EDIBLE, PINTO",AREA PLANTED,,455000.0,
4350,2011.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",225000,"DRY EDIBLE, PINTO",AREA PLANTED,,225000.0,
4351,2010.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",530000,"DRY EDIBLE, PINTO",AREA PLANTED,,530000.0,
4352,2009.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",439000,"DRY EDIBLE, PINTO",AREA PLANTED,,439000.0,
4353,2008.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",446000,"DRY EDIBLE, PINTO",AREA PLANTED,,446000.0,
4354,2007.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",502000,"DRY EDIBLE, PINTO",AREA PLANTED,,502000.0,
4355,2006.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",453000,"DRY EDIBLE, PINTO",AREA PLANTED,,453000.0,
4356,2005.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",475000,"DRY EDIBLE, PINTO",AREA PLANTED,,475000.0,
4357,2004.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",415000,"DRY EDIBLE, PINTO",AREA PLANTED,,415000.0,
4358,2003.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",410000,"DRY EDIBLE, PINTO",AREA PLANTED,,410000.0,
4359,2002.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",515000,"DRY EDIBLE, PINTO",AREA PLANTED,,515000.0,
4360,2001.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",286000,"DRY EDIBLE, PINTO",AREA PLANTED,,286000.0,
4361,2000.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",411000,"DRY EDIBLE, PINTO",AREA PLANTED,,411000.0,
4362,1999.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",363000,"DRY EDIBLE, PINTO",AREA PLANTED,,363000.0,
4363,1998.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",540000,"DRY EDIBLE, PINTO",AREA PLANTED,,540000.0,
4364,1997.0,FIELD CROPS,BEANS,ND,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",415000,"DRY EDIBLE, PINTO",AREA PLANTED,,415000.0,
4365,2015.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2900,"DRY EDIBLE, PINTO",AREA PLANTED,,2900.0,
4366,2014.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2900,"DRY EDIBLE, PINTO",AREA PLANTED,,2900.0,
4367,2013.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1600,"DRY EDIBLE, PINTO",AREA PLANTED,,1600.0,
4368,2012.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1600,"DRY EDIBLE, PINTO",AREA PLANTED,,1600.0,
4370,2010.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",3500,"DRY EDIBLE, PINTO",AREA PLANTED,,3500.0,
4371,2009.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2400,"DRY EDIBLE, PINTO",AREA PLANTED,,2400.0,
4372,2008.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1700,"DRY EDIBLE, PINTO",AREA PLANTED,,1700.0,
4373,2007.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1900,"DRY EDIBLE, PINTO",AREA PLANTED,,1900.0,
4374,2006.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2400,"DRY EDIBLE, PINTO",AREA PLANTED,,2400.0,
4375,2005.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",3000,"DRY EDIBLE, PINTO",AREA PLANTED,,3000.0,
4376,2004.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2200,"DRY EDIBLE, PINTO",AREA PLANTED,,2200.0,
4377,2003.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1900,"DRY EDIBLE, PINTO",AREA PLANTED,,1900.0,
4378,2002.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",3200,"DRY EDIBLE, PINTO",AREA PLANTED,,3200.0,
4379,2001.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2000,"DRY EDIBLE, PINTO",AREA PLANTED,,2000.0,
4380,2000.0,FIELD CROPS,BEANS,SD,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",2300,"DRY EDIBLE, PINTO",AREA PLANTED,,2300.0,
4383,2015.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",0,"DRY EDIBLE, PINTO",AREA PLANTED,,0.0,
4385,2003.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1000,"DRY EDIBLE, PINTO",AREA PLANTED,,1000.0,
4386,2002.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",5500,"DRY EDIBLE, PINTO",AREA PLANTED,,5500.0,
4387,2001.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1000,"DRY EDIBLE, PINTO",AREA PLANTED,,1000.0,
4388,2000.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1000,"DRY EDIBLE, PINTO",AREA PLANTED,,1000.0,
4389,1999.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1500,"DRY EDIBLE, PINTO",AREA PLANTED,,1500.0,
4390,1998.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",500,"DRY EDIBLE, PINTO",AREA PLANTED,,500.0,
4391,1997.0,FIELD CROPS,BEANS,TX,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",1500,"DRY EDIBLE, PINTO",AREA PLANTED,,1500.0,
4392,2022.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13800,"DRY EDIBLE, PINTO",AREA PLANTED,,13800.0,
4393,2021.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",13800,"DRY EDIBLE, PINTO",AREA PLANTED,,13800.0,
4394,2020.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",20000,"DRY EDIBLE, PINTO",AREA PLANTED,,20000.0,
4395,2019.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",15000,"DRY EDIBLE, PINTO",AREA PLANTED,,15000.0,
4396,2018.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",23000,"DRY EDIBLE, PINTO",AREA PLANTED,,23000.0,
4397,2017.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",31000,"DRY EDIBLE, PINTO",AREA PLANTED,,31000.0,
4398,2016.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",22000,"DRY EDIBLE, PINTO",AREA PLANTED,,22000.0,
4399,2015.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25000,"DRY EDIBLE, PINTO",AREA PLANTED,,25000.0,
4400,2014.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",24800,"DRY EDIBLE, PINTO",AREA PLANTED,,24800.0,
4401,2013.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",23900,"DRY EDIBLE, PINTO",AREA PLANTED,,23900.0,
4402,2012.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",39100,"DRY EDIBLE, PINTO",AREA PLANTED,,39100.0,
4403,2011.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25600,"DRY EDIBLE, PINTO",AREA PLANTED,,25600.0,
4404,2010.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",42900,"DRY EDIBLE, PINTO",AREA PLANTED,,42900.0,
4405,2009.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",31600,"DRY EDIBLE, PINTO",AREA PLANTED,,31600.0,
4406,2008.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25000,"DRY EDIBLE, PINTO",AREA PLANTED,,25000.0,
4407,2007.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",21500,"DRY EDIBLE, PINTO",AREA PLANTED,,21500.0,
4408,2006.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25000,"DRY EDIBLE, PINTO",AREA PLANTED,,25000.0,
4409,2005.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",29000,"DRY EDIBLE, PINTO",AREA PLANTED,,29000.0,
4410,2004.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",22000,"DRY EDIBLE, PINTO",AREA PLANTED,,22000.0,
4411,2003.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",24500,"DRY EDIBLE, PINTO",AREA PLANTED,,24500.0,
4412,2002.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",27000,"DRY EDIBLE, PINTO",AREA PLANTED,,27000.0,
4413,2001.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",22000,"DRY EDIBLE, PINTO",AREA PLANTED,,22000.0,
4414,2000.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",26000,"DRY EDIBLE, PINTO",AREA PLANTED,,26000.0,
4415,1999.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",28000,"DRY EDIBLE, PINTO",AREA PLANTED,,28000.0,
4416,1998.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",28000,"DRY EDIBLE, PINTO",AREA PLANTED,,28000.0,
4417,1997.0,FIELD CROPS,BEANS,WY,"BEANS, DRY EDIBLE, PINTO - ACRES PLANTED",25000,"DRY EDIBLE, PINTO",AREA PLANTED,,25000.0,
4418,2008.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",47300,"DRY EDIBLE, PINTO",AREA HARVESTED,47300.0,,
4419,2007.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",47400,"DRY EDIBLE, PINTO",AREA HARVESTED,47400.0,,
4420,2006.0,FIELD CROPS,BEANS,NE,"BEANS, DRY EDIBLE, PINTO, IRRIGATED - ACRES HARVESTED",59500,"DRY EDIBLE, PINTO",AREA HARVESTED,59500.0,,
