,year,group_desc,commodity_desc,state_alpha,short_desc,Value,class_desc,statisticcat_desc,Value_Harvested,Value_Planted,Value_Bearing
0,2022.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,15000,ALL CLASSES,AREA HARVESTED,15000.0,,
1,2021.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,16000,ALL CLASSES,AREA HARVESTED,16000.0,,
2,2020.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
3,2019.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,15000,ALL CLASSES,AREA HARVESTED,15000.0,,
4,2018.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,11000,ALL CLASSES,AREA HARVESTED,11000.0,,
5,2017.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,17000,ALL CLASSES,AREA HARVESTED,17000.0,,
6,2016.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,16000,ALL CLASSES,AREA HARVESTED,16000.0,,
7,2015.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,16000,ALL CLASSES,AREA HARVESTED,16000.0,,
8,2014.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,32000,ALL CLASSES,AREA HARVESTED,32000.0,,
9,2013.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,69000,ALL CLASSES,AREA HARVESTED,69000.0,,
10,2012.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,47000,ALL CLASSES,AREA HARVESTED,47000.0,,
11,2011.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,64000,ALL CLASSES,AREA HARVESTED,64000.0,,
12,2010.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,44000,ALL CLASSES,AREA HARVESTED,44000.0,,
13,2009.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,45000,ALL CLASSES,AREA HARVESTED,45000.0,,
14,2008.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,40000,ALL CLASSES,AREA HARVESTED,40000.0,,
15,2007.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,31000,ALL CLASSES,AREA HARVESTED,31000.0,,
16,2006.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,22000,ALL CLASSES,AREA HARVESTED,22000.0,,
17,2005.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,30000,ALL CLASSES,AREA HARVESTED,30000.0,,
18,2004.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,38000,ALL CLASSES,AREA HARVESTED,38000.0,,
19,2003.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,30000,ALL CLASSES,AREA HARVESTED,30000.0,,
20,2002.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,40000,ALL CLASSES,AREA HARVESTED,40000.0,,
21,2001.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,40000,ALL CLASSES,AREA HARVESTED,40000.0,,
22,2000.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,36000,ALL CLASSES,AREA HARVESTED,36000.0,,
23,1999.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,62000,ALL CLASSES,AREA HARVESTED,62000.0,,
24,1998.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,56000,ALL CLASSES,AREA HARVESTED,56000.0,,
25,1997.0,FIELD CROPS,BARLEY,AZ,BARLEY - ACRES HARVESTED,67000,ALL CLASSES,AREA HARVESTED,67000.0,,
26,2022.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,19000,ALL CLASSES,AREA HARVESTED,19000.0,,
27,2021.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,13000,ALL CLASSES,AREA HARVESTED,13000.0,,
28,2020.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,33000,ALL CLASSES,AREA HARVESTED,33000.0,,
29,2019.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,47000,ALL CLASSES,AREA HARVESTED,47000.0,,
30,2018.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,26000,ALL CLASSES,AREA HARVESTED,26000.0,,
31,2017.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,29000,ALL CLASSES,AREA HARVESTED,29000.0,,
32,2016.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,60000,ALL CLASSES,AREA HARVESTED,60000.0,,
33,2015.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,29000,ALL CLASSES,AREA HARVESTED,29000.0,,
34,2014.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,25000,ALL CLASSES,AREA HARVESTED,25000.0,,
35,2013.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,42000,ALL CLASSES,AREA HARVESTED,42000.0,,
36,2012.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,80000,ALL CLASSES,AREA HARVESTED,80000.0,,
37,2011.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
38,2010.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
39,2009.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,55000,ALL CLASSES,AREA HARVESTED,55000.0,,
40,2008.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,60000,ALL CLASSES,AREA HARVESTED,60000.0,,
41,2007.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,40000,ALL CLASSES,AREA HARVESTED,40000.0,,
42,2006.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,65000,ALL CLASSES,AREA HARVESTED,65000.0,,
43,2005.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,60000,ALL CLASSES,AREA HARVESTED,60000.0,,
44,2004.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
45,2003.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,58000,ALL CLASSES,AREA HARVESTED,58000.0,,
46,2002.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
47,2001.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,110000,ALL CLASSES,AREA HARVESTED,110000.0,,
48,2000.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,95000,ALL CLASSES,AREA HARVESTED,95000.0,,
49,1999.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,100000,ALL CLASSES,AREA HARVESTED,100000.0,,
50,1998.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,125000,ALL CLASSES,AREA HARVESTED,125000.0,,
51,1997.0,FIELD CROPS,BARLEY,CA,BARLEY - ACRES HARVESTED,150000,ALL CLASSES,AREA HARVESTED,150000.0,,
52,2022.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,40000,ALL CLASSES,AREA HARVESTED,40000.0,,
53,2021.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,47000,ALL CLASSES,AREA HARVESTED,47000.0,,
54,2020.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,47000,ALL CLASSES,AREA HARVESTED,47000.0,,
55,2019.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,52000,ALL CLASSES,AREA HARVESTED,52000.0,,
56,2018.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,53000,ALL CLASSES,AREA HARVESTED,53000.0,,
57,2017.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,68000,ALL CLASSES,AREA HARVESTED,68000.0,,
58,2016.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
59,2015.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,63000,ALL CLASSES,AREA HARVESTED,63000.0,,
60,2014.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,54000,ALL CLASSES,AREA HARVESTED,54000.0,,
61,2013.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,58000,ALL CLASSES,AREA HARVESTED,58000.0,,
62,2012.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,55000,ALL CLASSES,AREA HARVESTED,55000.0,,
63,2011.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,63000,ALL CLASSES,AREA HARVESTED,63000.0,,
64,2010.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,63000,ALL CLASSES,AREA HARVESTED,63000.0,,
65,2009.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,77000,ALL CLASSES,AREA HARVESTED,77000.0,,
66,2008.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,72000,ALL CLASSES,AREA HARVESTED,72000.0,,
67,2007.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,58000,ALL CLASSES,AREA HARVESTED,58000.0,,
68,2006.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,42000,ALL CLASSES,AREA HARVESTED,42000.0,,
69,2005.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,59000,ALL CLASSES,AREA HARVESTED,59000.0,,
70,2004.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,77000,ALL CLASSES,AREA HARVESTED,77000.0,,
71,2003.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,82000,ALL CLASSES,AREA HARVESTED,82000.0,,
72,2002.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,72000,ALL CLASSES,AREA HARVESTED,72000.0,,
73,2001.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,80000,ALL CLASSES,AREA HARVESTED,80000.0,,
74,2000.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,105000,ALL CLASSES,AREA HARVESTED,105000.0,,
75,1999.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,86000,ALL CLASSES,AREA HARVESTED,86000.0,,
76,1998.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,82000,ALL CLASSES,AREA HARVESTED,82000.0,,
77,1997.0,FIELD CROPS,BARLEY,CO,BARLEY - ACRES HARVESTED,89000,ALL CLASSES,AREA HARVESTED,89000.0,,
78,2022.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,5000,ALL CLASSES,AREA HARVESTED,5000.0,,
79,2021.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
80,2020.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,6000,ALL CLASSES,AREA HARVESTED,6000.0,,
81,2019.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
82,2018.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,6000,ALL CLASSES,AREA HARVESTED,6000.0,,
83,2015.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
84,2014.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,10000,ALL CLASSES,AREA HARVESTED,10000.0,,
85,2013.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,11000,ALL CLASSES,AREA HARVESTED,11000.0,,
86,2012.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,7000,ALL CLASSES,AREA HARVESTED,7000.0,,
87,2011.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,6000,ALL CLASSES,AREA HARVESTED,6000.0,,
88,2010.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,7000,ALL CLASSES,AREA HARVESTED,7000.0,,
89,2009.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,9000,ALL CLASSES,AREA HARVESTED,9000.0,,
90,2008.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,10000,ALL CLASSES,AREA HARVESTED,10000.0,,
91,2007.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,13000,ALL CLASSES,AREA HARVESTED,13000.0,,
92,2006.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,18000,ALL CLASSES,AREA HARVESTED,18000.0,,
93,2005.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,14000,ALL CLASSES,AREA HARVESTED,14000.0,,
94,2004.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,12000,ALL CLASSES,AREA HARVESTED,12000.0,,
95,2003.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
96,2002.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,7000,ALL CLASSES,AREA HARVESTED,7000.0,,
97,2001.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
98,2000.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,7000,ALL CLASSES,AREA HARVESTED,7000.0,,
99,1999.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,13000,ALL CLASSES,AREA HARVESTED,13000.0,,
100,1998.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
101,1997.0,FIELD CROPS,BARLEY,KS,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
102,2022.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,55000,ALL CLASSES,AREA HARVESTED,55000.0,,
103,2021.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,34000,ALL CLASSES,AREA HARVESTED,34000.0,,
104,2020.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,50000,ALL CLASSES,AREA HARVESTED,50000.0,,
105,2019.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,55000,ALL CLASSES,AREA HARVESTED,55000.0,,
106,2018.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,67000,ALL CLASSES,AREA HARVESTED,67000.0,,
107,2017.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,68000,ALL CLASSES,AREA HARVESTED,68000.0,,
108,2016.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,79000,ALL CLASSES,AREA HARVESTED,79000.0,,
109,2015.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,120000,ALL CLASSES,AREA HARVESTED,120000.0,,
110,2014.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,60000,ALL CLASSES,AREA HARVESTED,60000.0,,
111,2013.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,75000,ALL CLASSES,AREA HARVESTED,75000.0,,
112,2012.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,110000,ALL CLASSES,AREA HARVESTED,110000.0,,
113,2011.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,60000,ALL CLASSES,AREA HARVESTED,60000.0,,
114,2010.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,70000,ALL CLASSES,AREA HARVESTED,70000.0,,
115,2009.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,80000,ALL CLASSES,AREA HARVESTED,80000.0,,
116,2008.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,110000,ALL CLASSES,AREA HARVESTED,110000.0,,
117,2007.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,110000,ALL CLASSES,AREA HARVESTED,110000.0,,
118,2006.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,90000,ALL CLASSES,AREA HARVESTED,90000.0,,
119,2005.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,90000,ALL CLASSES,AREA HARVESTED,90000.0,,
120,2004.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,115000,ALL CLASSES,AREA HARVESTED,115000.0,,
121,2003.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,170000,ALL CLASSES,AREA HARVESTED,170000.0,,
122,2002.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,150000,ALL CLASSES,AREA HARVESTED,150000.0,,
123,2001.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,145000,ALL CLASSES,AREA HARVESTED,145000.0,,
124,2000.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,240000,ALL CLASSES,AREA HARVESTED,240000.0,,
125,1999.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,180000,ALL CLASSES,AREA HARVESTED,180000.0,,
126,1998.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,415000,ALL CLASSES,AREA HARVESTED,415000.0,,
127,1997.0,FIELD CROPS,BARLEY,MN,BARLEY - ACRES HARVESTED,460000,ALL CLASSES,AREA HARVESTED,460000.0,,
128,2022.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,840000,ALL CLASSES,AREA HARVESTED,840000.0,,
129,2021.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,650000,ALL CLASSES,AREA HARVESTED,650000.0,,
130,2020.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,790000,ALL CLASSES,AREA HARVESTED,790000.0,,
131,2019.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,760000,ALL CLASSES,AREA HARVESTED,760000.0,,
132,2018.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,600000,ALL CLASSES,AREA HARVESTED,600000.0,,
133,2017.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,565000,ALL CLASSES,AREA HARVESTED,565000.0,,
134,2016.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,780000,ALL CLASSES,AREA HARVESTED,780000.0,,
135,2015.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,860000,ALL CLASSES,AREA HARVESTED,860000.0,,
136,2014.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,770000,ALL CLASSES,AREA HARVESTED,770000.0,,
137,2013.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,830000,ALL CLASSES,AREA HARVESTED,830000.0,,
138,2012.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,790000,ALL CLASSES,AREA HARVESTED,790000.0,,
139,2011.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,620000,ALL CLASSES,AREA HARVESTED,620000.0,,
140,2010.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,620000,ALL CLASSES,AREA HARVESTED,620000.0,,
141,2009.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,720000,ALL CLASSES,AREA HARVESTED,720000.0,,
142,2008.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,740000,ALL CLASSES,AREA HARVESTED,740000.0,,
143,2007.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,720000,ALL CLASSES,AREA HARVESTED,720000.0,,
144,2006.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,620000,ALL CLASSES,AREA HARVESTED,620000.0,,
145,2005.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,700000,ALL CLASSES,AREA HARVESTED,700000.0,,
146,2004.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,830000,ALL CLASSES,AREA HARVESTED,830000.0,,
147,2003.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,850000,ALL CLASSES,AREA HARVESTED,850000.0,,
148,2002.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,930000,ALL CLASSES,AREA HARVESTED,930000.0,,
149,2001.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,720000,ALL CLASSES,AREA HARVESTED,720000.0,,
150,2000.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,950000,ALL CLASSES,AREA HARVESTED,950000.0,,
151,1999.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,1000000,ALL CLASSES,AREA HARVESTED,1000000.0,,
152,1998.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,1200000,ALL CLASSES,AREA HARVESTED,1200000.0,,
153,1997.0,FIELD CROPS,BARLEY,MT,BARLEY - ACRES HARVESTED,1150000,ALL CLASSES,AREA HARVESTED,1150000.0,,
154,2004.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,3000,ALL CLASSES,AREA HARVESTED,3000.0,,
155,2003.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
156,2002.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
157,2001.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
158,2000.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,5000,ALL CLASSES,AREA HARVESTED,5000.0,,
159,1999.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,3000,ALL CLASSES,AREA HARVESTED,3000.0,,
160,1998.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,8000,ALL CLASSES,AREA HARVESTED,8000.0,,
161,1997.0,FIELD CROPS,BARLEY,NE,BARLEY - ACRES HARVESTED,9000,ALL CLASSES,AREA HARVESTED,9000.0,,
162,2022.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,660000,ALL CLASSES,AREA HARVESTED,660000.0,,
163,2021.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,430000,ALL CLASSES,AREA HARVESTED,430000.0,,
164,2020.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,460000,ALL CLASSES,AREA HARVESTED,460000.0,,
165,2019.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,445000,ALL CLASSES,AREA HARVESTED,445000.0,,
166,2018.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,385000,ALL CLASSES,AREA HARVESTED,385000.0,,
167,2017.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,400000,ALL CLASSES,AREA HARVESTED,400000.0,,
168,2016.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,640000,ALL CLASSES,AREA HARVESTED,640000.0,,
169,2015.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1050000,ALL CLASSES,AREA HARVESTED,1050000.0,,
170,2014.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,535000,ALL CLASSES,AREA HARVESTED,535000.0,,
171,2013.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,720000,ALL CLASSES,AREA HARVESTED,720000.0,,
172,2012.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1010000,ALL CLASSES,AREA HARVESTED,1010000.0,,
173,2011.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,350000,ALL CLASSES,AREA HARVESTED,350000.0,,
174,2010.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,670000,ALL CLASSES,AREA HARVESTED,670000.0,,
175,2009.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1130000,ALL CLASSES,AREA HARVESTED,1130000.0,,
176,2008.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1540000,ALL CLASSES,AREA HARVESTED,1540000.0,,
177,2007.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1390000,ALL CLASSES,AREA HARVESTED,1390000.0,,
178,2006.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,995000,ALL CLASSES,AREA HARVESTED,995000.0,,
179,2005.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1060000,ALL CLASSES,AREA HARVESTED,1060000.0,,
180,2004.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1480000,ALL CLASSES,AREA HARVESTED,1480000.0,,
181,2003.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1980000,ALL CLASSES,AREA HARVESTED,1980000.0,,
182,2002.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1300000,ALL CLASSES,AREA HARVESTED,1300000.0,,
183,2001.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1450000,ALL CLASSES,AREA HARVESTED,1450000.0,,
184,2000.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1770000,ALL CLASSES,AREA HARVESTED,1770000.0,,
185,1999.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1240000,ALL CLASSES,AREA HARVESTED,1240000.0,,
186,1998.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,1930000,ALL CLASSES,AREA HARVESTED,1930000.0,,
187,1997.0,FIELD CROPS,BARLEY,ND,BARLEY - ACRES HARVESTED,2250000,ALL CLASSES,AREA HARVESTED,2250000.0,,
188,1999.0,FIELD CROPS,BARLEY,OK,BARLEY - ACRES HARVESTED,4000,ALL CLASSES,AREA HARVESTED,4000.0,,
189,1998.0,FIELD CROPS,BARLEY,OK,BARLEY - ACRES HARVESTED,5000,ALL CLASSES,AREA HARVESTED,5000.0,,
190,1997.0,FIELD CROPS,BARLEY,OK,BARLEY - ACRES HARVESTED,5000,ALL CLASSES,AREA HARVESTED,5000.0,,
191,2022.0,FIELD CROPS,BARLEY,SD,BARLEY - ACRES HARVESTED,6000,ALL CLASSES,AREA HARVESTED,6000.0,,
192,2021.0,FIELD CROPS,BARLEY,SD,BARLEY - ACRES HARVESTED,14000,ALL CLASSES,AREA HARVESTED,14000.0,,
193,2020.0,FIELD CROPS,BARLEY,SD,BARLEY - ACRES HARVESTED,14000,ALL CLASSES,AREA HARVESTED,14000.0,,
194,2019.0,FIELD CROPS,BARLEY,SD,BARLEY - ACRES HARVESTED,9000,ALL CLASSES,AREA HARVESTED,9000.0,,
